Country,Species_Name,CrabLobShrimp,FAOFishingArea,Unit (Name),Unit,[1950],[1951],[1952],[1953],[1954],[1955],[1956],[1957],[1958],[1959],[1960],[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019],[2020],[2021],ThreeYearTotal,TwentyYearTotal
Albania,Norway lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,2,2,2,4,0,1,0,0,0,435,398,400,405,411,389,257,213,194,211,618,3329
Albania,Common spiny lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18
Albania,Mediterranean shore crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Albania,European lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Algeria,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,20,86,2,4,7,14,47,60,70,80,81,82,90,0,0,0,348,250,150,150,150,250,73,67,71,154,83,308,222,297,49,0,0,0,4,10,44,108,83,222,79,58,205,140,146.82,207,295.59,5.24,277.8,578.63,2231.45
Algeria,Norway lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",200,100,100,100,100,100,100,0,100,100,200,200,200,0,100,0,0,0,0,0,0,19,25,40,24,32,101,53,33,64,80,90,110,111,112,120,200,196,238,113,110,100,120,130,150,129,100,89,138,96,92,45,56,119,69,60,25,14,53,84,99,151,74,31,32,54,38.39,35.19,41,38.69,53.59,19.5,111.78,1147.36
Algeria,Palinurid spiny lobsters nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,100,200,200,100,0,100,0,0,0,0,0,0,7,6,4,40,18,28,18,25,52,60,70,80,81,82,90,50,50,42,14,15,10,20,25,30,22,9,44,141,70,33,34,46,74,123,46,31,51,131,93,34,20,17,6,8,17,25.48,17.07,14,11.36,12.34,0,23.7,777.25
Algeria,European lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Tropical spiny lobsters nei,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,2,2,1,1,1,1.89,0.97,0.28,1.48,0.59,0.45,1,0.35,0.34,0.57,0.15,0.25,0.97,15.32
American Samoa,Marine crabs nei,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04
American Samoa,Slipper lobsters nei,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.02
Angola,Marine crabs nei,1,"Atlantic, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,800,836,1400,1111,1596,900,296,172,103,117,500,800,1100,1400,1779,2005,202,1629,1633,1635,1129,1461,4225,20968
Angola,Lobsters nei,1,"Atlantic, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,1000,655,783,500,483,487,290,862,860,857,854,851,848,274,149,207,271,54,24,59,137,10368
Angola,Marine crustaceans nei,NEI,"Atlantic, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89
Angola,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,70,70,70,90,90,90,100,100,100,145,136,127,118,109,49,97,90,90,100,110,120,130,140,150,160,170,180,190,200,210,220,232,131,115,128,144,140,134,207,290,205,205,205,20,20,245,3346
Anguilla,Tropical spiny lobsters nei,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,23,28,20,20,20,290,200,510,629
Antigua and Barbuda,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,90,127,136,175,120,101,64,51,44,50,140,117,120,150,120,100,97,165,188,120,140,149,125,160,357,274,275,272,276,243,245,309,318,318,165,103,175,229,156,106,170,277,277,277,277,277,275,280,832,4753
Antigua and Barbuda,Batwing coral crab,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,9
Antigua and Barbuda,Spanish slipper lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4
Argentina,Southern king crab,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,400,0,0,100,0,100,200,100,0,100,0,100,100,300,300,200,200,0,0,0,0,362,279,322,370,62,77,174,203,179,201,188,195,153,121,120,125,113,143,169,286,380,202,413,155,132,104,88,385,1506,1162,961,845,533,769,325,682,3112,4522,4077,3449,4140,2508,2288,2336,2336,2243.35,2136.65,6716,40316
Argentina,Softshell red crab,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,151,0,363,368,321,138,266,213,129,175,167,52,344,29,0,0,0,0,0,0,0,27,15,3,0,0,0,0,0,941
Argentina,Marine crabs nei,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,18,25,21,6,57,93,110,173,165,108,128,132,170,204,20,27,16,345,27,34,5,33,14,44,34,23,19,21,62,63,79,57,148,139,24,16,27,11,22,22,26,33,17.63,22.81,73.44,866.44
Argentina,Marine crustaceans nei,NEI,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,4902,80,2,335,0,7026,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,31.31,0,31.31,39.31
Australia,Australian spiny lobster,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",6000,6000,6600,7100,7900,9000,8300,8600,7000,7000,7700,7400,8000,8600,7400,7400,8100,8600,10000,8300,6900,8100,8300,7200,6741,8272,8757,9117,10773,11461,10738,9956,10483,12456,10689,11264,11000,11025,11569,14150,11943,10676,12194,12366,11046,10886,9902,9896,10400,13065,14605,11353,9050,11477,13745,12304,10441,8676,8990,7637,7260,6527,5988,7165.26,7024.8,7167.32,6850.66,7485.64,8097.3,7244.49,5681.68,7779.6,20705.77,166591.75
Australia,Southern rock lobster,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,3000,5000,5000,5000,5000,5600,5000,4300,5300,5600,4900,4600,4600,4600,4500,4600,4173,3414,3932,3385,3411,3501,3580,4763,5048,5066,4806,5065,4500,5000,5247,2775,3025,3021,5520,5164,4635,4507,4856,4888,4615,4655,4756,4677,4403,4271,4500,4426,4258,4294,4099,3497,3140,3132,2948,1859,1889,1852,1879.63,1821,1841,1828.53,1684.33,1818.98,5331.84,59441.47
Australia,Marine crustaceans nei,NEI,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,557,583,1,0,0,0,179,3966,3769,964,895,614,567,78,11,633,681,561,468,514,2979,3519,3550,3306.09,3242.07,3284.25,3076.73,2765.06,2971.44,2632.63,2209.74,2037.13,6879.5,39086.14
Australia,Blue swimming crab,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,200,300,200,300,300,300,300,300,400,300,300,300,300,300,300,300,300,300,400,300,400,400,401,442,395,473,492,440,444,558,761,638,530,559,788,1006,1056,1349,1567,1666,1802,2573,4047,4590,4816,4507,4390,3732,4751,5482,4935,4372,4744,4063,3668,3560,3664,3222,0,422,347,485.49,405.01,448.47,362.45,400.21,345.52,218.19,271.91,262.39,752.49,36196.64
Australia,Marine crustaceans nei,NEI,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,12,16,16,115,87,277,261,1017,1351,1467,858,905,1062,1062,1063,950,965,840,813,834,1256,1498,1449,742,638.01,904.21,957.65,885.53,1055.47,972.77,1059.59,1181.79,503.36,2744.74,19630.38
Australia,Blue swimming crab,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,125,80,130,175,141,125,132,108,89,158,278,293,413,528,554,327,364,348,270,308,644,607,522,740,865,717,810,1007,1027,1255,1211,1305,1146,1230,1156,658,592,638,664,569,628,618,656,674,634,664,671,1276.3,2611.3,17272.3
Australia,Tropical spiny lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,70,5,6,21,10,30,20,6,2,2,2,2,3,3,242,211,171,147,174,185,182,201,233,551,520,359,274,330,1211,1471,1061,768,675,655,440,940,951,678,446.24,501.13,314.61,323.92,253.14,245.95,333.83,328.18,408.83,1070.84,12335.83
Australia,Marine crustaceans nei,NEI,"Pacific, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,126,227,169,167,366,521,156,157,92,64,307,295,260,299,535,480,491,473,381,292,441,472,462,575.39,685.83,662.66,646.36,602.38,598.21,408.99,374.77,250.85,1034.61,9391.44
Australia,Australian spiny lobster,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.62,204.53,153.32,180.32,277.14,145.72,128.09,117.36,15.56,261.01,1388.66
Australia,Green rock lobster,1,"Pacific, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,200,200,200,200,200,100,200,200,100,148,139,119,96,93,68,108,99,144,155,158,167,150,200,210,79,87,86,98,100,143,151,97,104,108,110,117,103,103,122,108,99,101,110,122,122,122,130,142,0,0,0,0,0,0,0,0,0,0,1281
Australia,Australian spiny lobster,1,"Pacific, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.09,145.6,153.59,158,155.5,156.66,168.6,173.2,0.03,341.83,1249.27
Australia,Blue swimming crab,1,"Pacific, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,100,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,176,178,148,177,225,226,327,310,344,276,206,217,306,391,410,520,421,498,686,627,662,788,800,761,745,628,377,318,272,396,198,160,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208
Australia,Metanephrops lobsters nei,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,105,88,0,63,61,42,43,15,35,26,28,21,30.8,32.53,31.84,31.94,36.24,55.48,39.97,66.81,51.1,157.88,798.71
Australia,Slipper lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,53,41,60,48,126,278,247,292,266,293,293,309,300,302,317,424,467,413,506,603,901,773,600,717,789,0,0,0,0,0,0,56,56,36,33,22,13,16,28,42.33,43.42,38.71,51.78,41.66,21.89,32.47,24.25,20.37,77.09,576.88
Australia,Metanephrops lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,10,18,8,24,31,25,6,18,23.87,11.65,12.78,23.35,38.06,23.04,52.45,28.8,27.49,108.74,406.49
Australia,Slipper lobsters nei,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,0,26,19,8,5,7,7,7,7,7,0,0,0,0,0,18,13,21,0,0,0,0,0,0,0,0,27,22,15,20,18,33,19,12,11.89,6.96,4.58,2.89,9.1,25.33,2.15,10.79,0.47,13.41,240.16
Australia,Slipper lobsters nei,1,"Pacific, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,12,23,43,62,39,36,61,63,47,62,65,60,64,67,60,63,65,102,114,28,1,1,158,156,7,0,0,0,0,0,9,6,2,2,3,3,2,1,0.95,1.19,0.99,0.51,1.22,0.89,2.38,0.89,1.01,4.28,38.03
Australia,Green rock lobster,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.07,0.25,0.11,0.31,0.67,0.92
Australia,"King crabs, stone crabs nei",1,"Indian Ocean, Antarctic",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.03,0,0.02,0.05,0.1
Australia,Tropical spiny lobsters nei,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,3,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,600,600,600,600,700,700,500,700,800,800,1200,1100,1300,1100,700,1100,1200,900,1900,1728,1621,1786,2605,2479,2755,2894,2051,2463,2808,3456,5513,3573,4591,5071,6194,5808,7566,8156,7848,7589,7750,7938,7798,7553,8225,9023,7042,10012,10378,9317,9278,8294,6977,6896,7138,9692,8505,9761,6088,6569,6526,8482,7709,5824,6225.72,5965.86,6540.94,18732.52,156178.52
Bahamas,Black stone crab,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,40,47,40,25,42,39,50,46,47,50,49,51,34,57,31,23,30,57,59,64,74,73,54,16,28,286,41,30.48,32.51,103.99,1139.99
Bahamas,Portly spider crab,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Bahrain,Blue swimming crab,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,25,23,41,123,143,132,162,518,154,185,191,367,589,600,914,690,821,807,1047,1289,1017,2179,2380,2556,2828,3522,4169,3246,3695,3248,4656,4142,3912,3042,4319,3663,4898,4900,4650,4650,4650,4500,4400,4755,13655,81845
Bahrain,Flathead lobster,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,16,10,16,27,40,32,21,53,64,66,107,209,149,150,125,56,51,6,2,2,3,1,2,10,2,3,6,3,3,2,0,1,4,4,4,4,4,4,4,5,13,69
Bangladesh,Marine crustaceans nei,NEI,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,1252,7418,15660,15774,17151,17039,17500,17638,20520,21519,20363,24288,28027,31027,31742,31395,31037,31976,31931,36488,44261,48119,51869,53206,52217,52592,56989,57660,46568,47668,45733,47583,49619,48847,42749,42816,46297,131862,935188
Barbados,Marine crustaceans nei,NEI,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Norway lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",800,1300,1500,1000,1000,1000,1800,900,800,1000,800,900,700,800,800,500,700,500,500,500,500,400,300,400,444,451,448,475,597,312,593,552,475,659,638,680,344,437,500,574,618,439,384,418,306,413,188,316,240,349,254,284,287,231,226,190,228,215,212,282,134,306,382,317,503,624,884,1116,651,755,677.7,732,2164.7,8952.7
Belgium,Edible crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",100,100,0,100,100,100,100,0,100,0,0,100,100,100,0,100,0,100,100,100,200,200,300,300,322,210,214,224,217,208,180,170,175,219,173,211,118,120,163,186,144,274,195,274,244,268,175,222,180,81,106,108,126,142,140,143,112,130,115,45,95,104,272,271,272,330,305,280,258,240,189.9,52,481.9,3621.9
Belgium,Marine crustaceans nei,NEI,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,0,1,3,2,4,3,3,5,8,12,13,11.2,0,24.2,76.2
Belgium,European lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,6,1,1,1,2,2,2,4,10,11,2,2,2,3,2,3,2,3,3,3.3,1,7.3,60.3
Belgium,Spinous spider crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,3.3,12,23.3,33.3
Belize,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",200,200,200,200,200,200,200,400,500,600,500,400,500,600,600,600,600,500,600,600,600,700,700,500,638,659,634,504,573,663,369,678,582,602,576,654,467,474,526,487,383,493,463,388,490,608,448,534,468,552,503,394,525,541,555,439,573,630,642,624,672,833,660,652,650,855,774,774,800,800,850,850,2500,13699
Belize,Palinurid spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,2,0,0,0,0,0,0,0,0,0,0,0,0,121
Belize,Black stone crab,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,35,6,10,7,9,17,23,14,13,13,14,14,20,28,53,210,25,29,16,8,4,2,13,16,13,4,5,6,7,7,7,7,6,4,4,0,0,0,0,0,0,105
Benin,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,47,50,44,41,33,36,40,40,40,50,45,32,20,9,22,47,29,23,24,19,28,8,10,4,1,55,62,38,18,0,1,5,5,10,20,409
Benin,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,5,4,4,3,3,5,4,3,2,2,7,7,10,6,9,7,8,2,7,6,22,4,6,4,3,7,0,0,0,0,0,115
Benin,Caribbean spiny lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,21,21
Bermuda,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",150,200,150,200,200,200,200,200,150,150,150,150,200,200,200,150,200,200,250,200,200,200,200,100,45,38,61,40,38,19,23,14,16,21,22,22,21,18,17,23,10,3,8,16,17,10,10,38,30,36,29,21,26,31,27,30,32,31,31,38,39,45,47,31,38,35,30,26,24,27,30,21,78,639
Bermuda,Tropical spiny lobsters nei,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,4,9,9,11,12,9,9,6,1,0,0,0,0,0,0,0,5,5,5,4,4,4,3,2,1,2,3,4,2,3,2,3,4,4,3,2,3,3,4,3,10,59
Bonaire/S.Eustatius/Saba,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,67,83,89,125,88,93,95,95,90,95,280,965
