Country,Species_Name,CrabLobShrimp,FAOFishingArea,Unit (Name),Unit,[1950],[1951],[1952],[1953],[1954],[1955],[1956],[1957],[1958],[1959],[1960],[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019],[2020],[2021],ThreeYearTotal,TwentyYearTotal
Lebanon,Blue swimming crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,38,27,22,15,20,20,55,252
Liberia,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,46,42,87,39,157,168,234,133,187,44,19,13,22,10,28,0,35,38,32,27,122,223,150,151,8,131,50,47,50,50,50,50,50,50,50,50,109,0,0,0,0,0,1269
Liberia,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,66,15,14,74,43,84,0,0,0,0,4,6,10,0,8,26,4,41,36,40,40,4,39,95,0,0,0,0,0,0,0,0,0,0,17,6,4,38,18,60,301
Liberia,Senegalese smooth swimcrab,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,19,75,75
Liberia,Marine crustaceans nei,NEI,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.15,0,0,40.15,40.15
Libya,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
Lithuania,Tanner crabs nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1861,485,0,0,0,0,0,0,3282
Lithuania,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Marine crabs nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,300,300,300,200,200,300,400,600,550,660,680,504,460,395,477,941,465,444,675,833,1020,1200,960,849,1085,1300,1300,1000,1000,1500,868,1030,1347,1400,1509,1500,1525,1600,1370,1370,2580,2019,3700,2824,3909,4515,4749,2908,6018,6651,6249,5811.74,4901.77,16962.51,67109.51
Madagascar,Tropical spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,150,110,80,45,54,60,63,86,131,83,234,189,341,321,310,442,554,358,390,390,390,390,341,338,329,359,400,436,450,500,550,380,450,432,367,354,240,582,349,389,326,843,825,978,245.46,269,1492.46,9365.46
Malaysia,Marine crabs nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,200,400,300,300,400,500,600,500,700,540,420,370,600,583,823,1055,1149,1232,1300,943,1099,673,1125,403,544,1028,1298,1946,3761,4288,3286,4414,5424,6210,6416,5596,5938,8564,8566,7534,7864,7232,8373,8770,7696,6466,6423,6383,5651,6899,7601,7012,7609,7867,8279,8196,8618,7887,7677.04,6797.85,7294.4,21769.29,148731.29
Malaysia,Marine crabs nei,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,800,1200,1100,1000,1100,1500,1700,1700,2000,1660,1280,1130,1800,1776,2503,3209,3498,3749,2828,2818,2903,4506,4446,4419,4254,4914,3156,2989,3652,3505,3231,3892,3703,3372,3781,3406,3793,5679,5864,5105,4434,4003,4193,4307,3886,4793,5614,5747,6509,5605,5327,5263,6611,5622,5609,6233,6806,7448,7549.74,7318.48,8446,23314.22,116890.22
Malaysia,Tropical spiny lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,233,373,368,477,590,1317,453,634,745,969,1091,1170,682,800,821,1025,1079,1065,1508,2039,2087,1566,1812,1010,885,1088,731,704,708,786,850,812,345,658,661,794,682.13,719.91,712,2114.04,19650.04
Malaysia,Tropical spiny lobsters nei,1,"Indian Ocean, Eastern",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,18,54,88,38,177,31,57,31,24,27,33,20,14,15,12,15,38,104,20,23,18,51,29,25,24,80,26,17,8,7,7,0,0,0,0,0.23,0.33,4,4.56,339.56
Malaysia,Marine crustaceans nei,NEI,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",400,400,500,500,500,500,500,500,400,400,500,500,1000,1000,1200,2300,4100,5000,5200,4600,4400,5200,5400,5600,5600,5400,5600,6600,8000,8500,7500,8500,9565,11645,14076,14287,15933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,Tropical spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Malta,Common spiny lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,4,0,0,1,2,1.11,1.1,1.38,3.59,18.59
Malta,Norway lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,2,0,1,1,1,0.97,0.48,0.51,1.96,17.96
Malta,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,9
Malta,Mediterranean slipper lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.29,0.49,0.49
Malta,Edible crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.08,0.08
Malta,European lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.08,0.08
Malta,Spinous spider crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.03,0.03
Marshall Islands,Indo-Pacific swamp crab,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Tropical spiny lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",100,100,100,100,100,100,100,100,100,200,200,100,100,100,200,300,300,300,100,0,0,0,0,0,20,16,27,14,253,97,104,98,114,106,107,95,83,64,93,100,100,189,117,113,110,110,125,110,120,150,200,190,190,190,190,150,190,100,56.99,30.97,38.05,51.22,38.84,34.56,24.36,28.95,39.03,34.89,29.41,45.09,61.76,38.85,145.7,1562.97
Mauritania,Marine crustaceans nei,NEI,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,6,20,5,8,10,1,16,20,0,25,1,8,149,64,605,2200,677,133,0,1561.4,1465,212.46,3238.86,7160.86
Mauritania,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,794,596,218,46,160,79,275,0,0,0,0,0,2803
Mauritania,Palinurid spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,135,0,4,93,434,382,199,0,0,0,0,0,1260
Mauritania,Spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,4,0,11,20,267,262,277,328,125,169,100,50,40,20,10,30,50,50,40,35,30,25,15,8,1,0,0,2,0,75,103,3,1,4,267,50,143,109,0,0,0,0,0,781
Mauritania,Pink spiny lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.54,361.54,361.54
Mauritania,Royal spiny lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,4.02,4.02
Mauritius,Tropical spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,24,21,26,24,18,48,36,22,14,59,60,57,59,48,45,15,14,14,15,13,13,12,14,17,17,17,17,19,26,21,18,18,8,0,12,6,8,5,6,5,2,3,3,3,1,0,1,0,1,146
Mauritius,Indo-Pacific swamp crab,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,19,23,21,25,24,22,24,21,20,2,3,4,5,3,2,2,3,2,1,1,1,1,0,0,2,2,119
Mayotte,Spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04
Mexico,Marine crabs nei,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,1200,900,1500,2400,700,600,600,600,600,600,400,200,200,300,300,500,100,200,100,100,28,414,357,232,135,264,361,447,624,554,309,561,1431,2333,2738,4182,4149,2531,2125,2706,4955,10395,13602,10073,6503,6670,12036,11204,7896,7680,8047,10481,10944,16240,18489,15737,19795,10757,12569,17046,22280,27155,33362,30142,37365,25703,24520.66,26474.09,76697.75,382682.75
Mexico,Blue crab,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,1100,1700,2000,3000,800,700,1100,2400,3818,4645,3045,4455,5615,6054,5814,8201,10464,6979,6659,6320,5187,5666,6194,5974,7400,8651,9372,11076,11026,10657,13736,14412,12920,12714,8602,7291,8063,6023,4752,10275,10729,10183,9729,9275,9138,9505,8967,9795,12405,15126,17915,16790,20065,14438,13773.85,14871.14,43082.99,231817.99
Mexico,Tropical spiny lobsters nei,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,1500,1600,1300,1400,1300,800,800,1200,1200,1400,1100,1100,1200,1700,1100,1200,1400,1700,1500,1500,1369,1371,1461,1331,1302,1448,1841,2172,1897,1355,1364,1126,1413,1432,1289,1475,1700,1453,1408,1136,1294,1421,1799,1708,1599,1328,2052,1727,1923,2044,1757,1746,1823,1601,2056,1816,2890,2990,2494,2601,3681,3749,3175,4161,3556,3345,3191.13,3445.35,9981.48,54044.48
Mexico,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,200,200,300,400,300,400,400,600,691,619,229,572,591,696,689,825,979,926,939,702,973,1019,1062,771,658,872,621,881,945,896,756,844,613,645,747,782,1070,926,795,767,800,611,531,469,370,238,547,934,778,780,822,866,921,807,769.88,831.21,2408.09,14633.09
Mexico,Marine crabs nei,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,25,25,25,14,9,414,707,721,419,630,465,706,580,553.32,597.4,1730.72,5984.72
Mexico,Black stone crab,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,136,88,100,92,66,38,63,40,35,358,193,195,92,437,55,57,61,65,65,60,58,120,353,610,681,355,120,205,378,201,155,364,380,311,161,172,97,59,0,0,0,0,0,0,0,0,0,0,0,2278
Mexico,Marine crabs nei,1,"America, North - Inland waters",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mexico,Marine crustaceans nei,NEI,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,6,6,5,11,7,502,435,3,27,21,8,8,22,13,21,45,20,21,10,0,0,2,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Micronesia (Fed. States),Tropical spiny lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,7,7,7,8,8,10,10,10,10,7,10,10,15,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,400
Micronesia (Fed. States),Indo-Pacific swamp crab,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,5,5,5,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,100
Montenegro,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,41,21,27,22,25,22,31,28,28,1,2,2,1.55,2,5.55,307.55
Morocco,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,20,10,11,28,44,51,30,46,28,56,46,292,286,236,400,370,371,79,15,15,26,59,254,138,170,540,623,524,763,551,240,328,154,64,122.5,39.4,87.87,249.77,4792.77
Morocco,Palinurid spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,49,0,0,0,0,0,0,33,21,44,53,50,68,62,71,63,88,119,93,33,10,3,5,13,28,58,31,38,32,39,163,108,171,123,131,292,254,195,259,302,502,317,197,111,235,342,173,277.7,162.31,472.62,912.63,4787.63
Morocco,Marine crustaceans nei,NEI,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,600,700,700,100,100,100,0,200,100,0,500,100,100,100,100,0,0,51,100,59,83,25,75,1135,6,8,18,14,5,10,3,0,0,0,5,3,1,2,4,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,687,487.8,466.25,476.58,1430.63,2652.63
Morocco,Slipper lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,30,65,79,87,32,62,16,31,146,87,172,52,61,80,183,25,24.3,7.55,8.6,40.45,1281.45
Morocco,Mediterranean slipper lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,58,103,90,65,46,24,62,82,78,78,40,38,28,30,21,59,71,97,83.08,70.1,250.18,1223.18
Morocco,Spinous spider crab,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,175,108,18,1,1,0,1,4,2,1,4,0,16,50,20,9,12.8,2.95,75.3,91.05,669.05
Morocco,European lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,58,72,56,23,56,43,27,25,14,12,7,3,1,6,7,18,12,14,7,11,11,55,24,16,15,9,10,9,10,31,46,37,35,30,40,55,72,42,43.2,26.03,30.98,100.21,636.21
Morocco,Norway lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,61,31,22,44,951,19,20,25,15,107,10,4,7,5,3,4,3,2,1,3,6,3,4,2,2,19,14,17,8,13,21,62,27,14,2,3,1,1,2,1,1,1,0,0.6,0.24,0.13,0.97,188.97
Morocco,Palinurid spiny lobsters nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,1,1,1,3,7,6,3,3,1,6,3,3,3,10,7,3,3,8,2,18,5,2,4,10,7,6,9,4,3,2,6,2,3,2.48,6.93,12.41,106.41
Morocco,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,9,1,7,0,0,0,28,0,0,0,3,4,282,3,7,15,19,26,39,25,36,32,22,17,27,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,7,3,3.42,5.42,11.84,75.84
Morocco,Norway lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,27,10,0,30,10,13,13,0,0,0,0,7,5,5,3,3,3,3,2,1,0,1,0,1,1,1,1,3,1,1,1,21,18,0,0,0,1,2,6,2,3,1,3,2,3,4,1.8,2.52,3.14,7.46,75.46
Morocco,Spinous spider crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14
Morocco,European lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.25,0.53,0.53
Morocco,Marine crabs nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Marine crabs nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,133,84,95,15,103,374,810,728,700,756,582,850,356,202,161,175,121,255,690,734,1270,1350,1346,1966,2894,1554,3587,3585,8233,9483,9500,27216,48312
Mozambique,Spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,300,100,100,200,240,150,200,200,80,80,250,400,400,325,300,200,255,136,170,163,468,209,278,313,307,248,331,232,237,203,228,199,195,0,2,13,13,41,5,192,264,415,417,733,368,406,327,1295,1295,1522,95,200,1817,7798
Mozambique,Mozambique lobster,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,224,231,167,207,341,156,443,261,179,132,156,147,92,105,69,80,124,132,149,94,153,100,115,94,145,130,139,173,201,184,143,145,1522,892,800,3214,5515
Namibia,Cape rock lobster,1,"Atlantic, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1379,1825,830,516,375,133,136,134,224,251,199,350,304,365,363,358,250,214,248,285,165,196,50,82,156,95,185,162,123,152,182,133,282,80,100,462,3498
Netherlands (Kingdom of the),Norway lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,700,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,16,11,15,21,50,58,75,0,0,0,0,0,0,8,4,133,130,158,253,423,627,694,662,572,853,966,940,919,1019,982,1147,737,882,701,1003,1024,910,1154,1160,1464,1487,837,1409,931,1275,3615,20947
